Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
GasA,Ex,Y,SBrkr,1240,0,1240,0,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,2006,RFn,3,TA,TA,Y,140,93,0,0,0,NA,NA,RL,8556,Pave,NA,Reg,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,1240,1240,NA,0,5,2007,WD,Normal,194000
GasA,TA,Y,SBrkr,960,780,1740,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1940,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RL,13125,Pave,NA,Reg,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,410,390,800,NA,0,7,2007,CWD,Normal,219500
GasA,Gd,Y,SBrkr,1096,370,1466,0,1,2,0,3,1,Gd,7,Min1,1,TA,Attchd,1950,Unf,2,TA,TA,Y,436,21,0,0,0,NA,NA,RL,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Fa,TA,No,ALQ,626,170,796,Shed,500,4,2006,WD,Normal,170000
GasA,Ex,Y,SBrkr,1096,0,1096,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1969,Fin,1,TA,TA,Y,240,32,0,0,0,NA,NA,RL,15870,Pave,NA,IR1,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,VinylSd,Plywood,None,0,TA,TA,CBlock,TA,TA,Mn,BLQ,75,230,1096,NA,0,3,2006,WD,Abnorml,138800
GasA,Ex,Y,SBrkr,848,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004,RFn,2,TA,TA,Y,140,0,0,0,0,NA,NA,RM,4435,Pave,NA,Reg,Lvl,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,169,Gd,TA,PConc,Gd,TA,Mn,GLQ,662,186,848,NA,0,5,2006,WD,Normal,155900
GasA,Gd,Y,SBrkr,990,0,990,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1996,Unf,1,TA,TA,Y,0,64,0,0,0,NA,NA,RL,8775,Pave,NA,Reg,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,495,495,990,NA,0,4,2007,WD,Normal,126000
GasA,Ex,Y,SBrkr,1258,0,1258,0,1,2,0,3,1,Gd,5,Typ,0,NA,Attchd,1971,RFn,2,TA,TA,Y,55,0,216,0,0,NA,NA,RL,11040,Pave,NA,Reg,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,VinylSd,VinylSd,BrkFace,144,Gd,Gd,CBlock,TA,TA,No,ALQ,656,602,1258,NA,0,10,2008,COD,Abnorml,145000
GasA,Fa,Y,SBrkr,1040,0,1040,1,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1963,Fin,1,TA,TA,Y,0,0,0,0,0,NA,MnPrv,RL,7500,Pave,NA,Reg,Lvl,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,824,216,1040,NA,0,6,2010,WD,Normal,133000
GasA,Ex,Y,SBrkr,1459,0,1459,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002,RFn,2,TA,TA,Y,192,39,0,0,0,NA,NA,RL,8749,Pave,NA,Reg,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,100,Gd,TA,PConc,Gd,TA,No,Unf,0,1459,1459,NA,0,9,2007,WD,Normal,192000
GasA,TA,Y,SBrkr,1251,0,1251,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1964,RFn,1,TA,TA,Y,0,116,0,0,0,NA,MnPrv,RL,8800,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,HdBoard,HdBoard,BrkFace,425,TA,TA,CBlock,TA,TA,No,BLQ,553,698,1251,Shed,700,3,2006,WD,Normal,160000
GasA,Gd,Y,SBrkr,691,807,1498,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1995,Fin,2,TA,TA,Y,315,44,0,0,0,NA,NA,RL,13031,Pave,NA,IR2,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,ALQ,592,99,691,NA,0,7,2006,WD,Normal,187500
GasA,Ex,Y,SBrkr,996,0,996,1,0,1,0,2,1,Gd,5,Typ,0,NA,Attchd,1992,Unf,2,TA,TA,Y,120,0,0,0,0,NA,NA,RL,9069,Pave,NA,Reg,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,747,189,936,NA,0,4,2010,WD,Normal,147000
GasA,TA,Y,SBrkr,546,546,1092,0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1973,RFn,1,TA,TA,Y,120,96,0,0,0,NA,NA,RM,1974,Pave,NA,Reg,Lvl,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CemntBd,CmentBd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,334,212,546,NA,0,5,2010,WD,Normal,83500
GasA,Ex,Y,SBrkr,1082,871,1953,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005,RFn,3,TA,TA,Y,160,50,0,0,0,NA,NA,FV,10574,Pave,NA,Reg,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,1082,1082,NA,0,5,2009,WD,Normal,252000
GasA,Ex,Y,SBrkr,970,739,1709,0,0,2,0,3,1,Gd,7,Maj1,0,NA,Detchd,2004,Unf,2,TA,TA,Y,0,40,0,0,0,NA,NA,RM,2522,Pave,NA,Reg,Lvl,AllPub,Inside,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,50,Gd,TA,PConc,Gd,TA,No,Unf,0,970,970,NA,0,4,2006,WD,Normal,137500
GasA,Ex,Y,SBrkr,1247,0,1247,1,0,1,1,1,1,Gd,4,Typ,1,Gd,Attchd,2005,Fin,2,TA,TA,Y,0,84,0,0,0,NA,NA,FV,3316,Pave,Pave,IR1,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1039,208,1247,NA,0,4,2006,WD,Normal,197000
Wall,Fa,N,FuseA,1040,0,1040,0,0,2,0,2,2,TA,6,Typ,0,NA,Detchd,1987,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,8544,Pave,NA,Reg,Lvl,AllPub,Corner,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,BrkFace,BrkFace,None,0,TA,TA,Slab,NA,NA,NA,NA,0,0,0,NA,0,6,2009,WD,Normal,92900
GasA,Ex,Y,SBrkr,624,628,1252,1,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,1999,Unf,2,TA,TA,Y,0,48,0,0,0,NA,NA,FV,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,212,Gd,TA,PConc,Gd,TA,No,BLQ,510,90,600,NA,0,3,2008,WD,Normal,160000
GasA,Fa,Y,SBrkr,1390,304,1694,0,0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925,Unf,2,TA,TA,Y,342,0,0,0,0,NA,NA,RL,8400,Pave,NA,Reg,Bnk,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Rec,423,758,1181,NA,0,6,2008,WD,Normal,136500
GasA,Gd,Y,SBrkr,1200,0,1200,1,0,1,1,1,1,Gd,6,Typ,0,NA,Detchd,1977,Unf,2,TA,TA,Y,0,64,0,0,0,NA,MnPrv,RL,9230,Pave,NA,Reg,Lvl,AllPub,Corner,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,MetalSd,MetalSd,BrkFace,166,TA,TA,CBlock,TA,TA,Mn,GLQ,661,203,864,NA,0,10,2006,WD,Normal,146000
GasA,Ex,Y,SBrkr,936,0,936,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1956,Fin,1,TA,TA,Y,0,0,0,160,0,NA,NA,RL,5868,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,248,448,936,NA,0,5,2010,WD,Normal,129000
GasA,Gd,Y,SBrkr,1314,0,1314,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,TA,TA,Y,0,22,0,0,0,NA,NA,RL,9317,Pave,NA,IR1,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,24,1290,1314,NA,0,3,2007,WD,Normal,176432
GasA,TA,Y,SBrkr,773,582,1355,0,0,1,1,3,1,Gd,7,Typ,0,NA,NA,NA,NA,0,NA,NA,Y,136,0,0,0,0,NA,NA,RM,6882,Pave,NA,Reg,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,684,684,NA,0,3,2007,WD,Normal,127000
GasA,Ex,Y,SBrkr,1088,0,1088,0,0,1,1,2,1,Gd,5,Typ,0,NA,Attchd,1987,RFn,2,TA,TA,Y,0,74,0,0,0,NA,NA,RL,3696,Pave,NA,Reg,Lvl,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,HdBoard,HdBoard,None,0,Gd,TA,CBlock,Gd,TA,No,Unf,0,1074,1074,NA,0,10,2007,WD,Normal,170000
GasA,TA,Y,SBrkr,757,567,1324,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1936,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RM,6000,Pave,NA,Reg,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,672,0,672,NA,0,7,2009,WD,Normal,128000
GasA,TA,Y,SBrkr,1601,0,1601,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978,RFn,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,11880,Pave,NA,IR1,Lvl,AllPub,Inside,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,Plywood,Plywood,BrkFace,206,TA,TA,CBlock,Gd,TA,No,ALQ,704,567,1271,NA,0,4,2009,COD,Abnorml,157000
GasA,TA,N,FuseF,438,0,438,0,0,1,0,1,1,Fa,3,Typ,0,NA,Detchd,1930,Unf,1,TA,TA,N,0,0,0,0,0,NA,NA,RL,8400,Pave,NA,Reg,Bnk,AllPub,Inside,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,Fa,No,Rec,290,0,290,NA,0,1,2009,WD,Normal,60000
GasA,TA,Y,SBrkr,950,0,950,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1981,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RL,9758,Pave,NA,IR1,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,HdBoard,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,412,251,950,NA,0,7,2007,WD,Normal,119500
GasA,Ex,Y,SBrkr,1134,0,1134,0,0,1,0,2,1,TA,6,Typ,0,NA,Attchd,1960,RFn,1,TA,TA,Y,0,16,0,0,0,NA,MnWw,RL,7000,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,Wd Sdng,Wd Sdng,BrkFace,45,TA,TA,CBlock,TA,TA,No,Rec,588,422,1010,NA,0,4,2007,WD,Family,135000
GasA,Ex,Y,SBrkr,1194,0,1194,0,1,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,1954,Fin,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,8910,Pave,NA,Reg,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,655,0,655,NA,0,7,2006,WD,Normal,159500
GasA,TA,Y,SBrkr,630,672,1302,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1970,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,RM,2016,Pave,NA,Reg,Lvl,AllPub,Inside,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,HdBoard,HdBoard,BrkFace,304,TA,TA,CBlock,TA,TA,No,Unf,0,630,630,NA,0,4,2007,WD,Normal,106000
GasA,Ex,Y,SBrkr,1500,1122,2622,1,0,2,1,3,1,Gd,9,Typ,2,TA,Attchd,1994,RFn,2,TA,TA,Y,186,32,0,0,0,NA,NA,RL,12256,Pave,NA,IR1,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,HdBoard,HdBoard,BrkFace,362,Gd,TA,PConc,Ex,TA,Av,GLQ,1032,431,1463,NA,0,4,2010,WD,Normal,325000
GasA,Gd,Y,SBrkr,1442,0,1442,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1990,Fin,2,TA,TA,Y,0,244,0,0,0,NA,NA,RL,10357,Pave,NA,IR1,Lvl,AllPub,Corner,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,738,172,910,NA,0,5,2007,WD,Normal,179900
GasA,Ex,Y,SBrkr,887,1134,2021,0,0,2,1,3,1,Gd,9,Typ,1,Gd,BuiltIn,2006,RFn,2,TA,TA,Y,0,100,0,0,0,NA,NA,RL,23257,Pave,NA,IR3,HLS,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,Gd,No,Unf,0,868,868,NA,0,9,2006,New,Partial,274725
GasA,Ex,Y,SBrkr,948,742,1690,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000,RFn,2,TA,TA,Y,100,48,0,0,0,NA,NA,RL,8063,Pave,NA,Reg,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,924,924,NA,0,11,2007,WD,Abnorml,181000
GasA,Ex,Y,SBrkr,1836,0,1836,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004,Fin,3,TA,TA,Y,125,185,0,0,0,NA,NA,RL,11362,Pave,NA,IR1,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,MetalSd,MetalSd,Stone,42,Gd,TA,PConc,Ex,TA,Mn,GLQ,1039,797,1836,NA,0,3,2009,WD,Normal,280000
GasA,Gd,Y,SBrkr,773,885,1658,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1995,Fin,2,TA,TA,Y,224,84,0,0,0,NA,NA,RL,8000,Pave,NA,Reg,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,GLQ,219,554,773,NA,0,6,2008,WD,Normal,188000
GasA,TA,Y,SBrkr,1098,866,1964,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1976,RFn,2,TA,TA,Y,0,69,0,0,0,NA,NA,RL,10480,Pave,NA,Reg,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,Plywood,Plywood,BrkFace,660,TA,TA,CBlock,TA,TA,No,ALQ,403,400,803,NA,0,9,2008,WD,Normal,205000
GasA,TA,Y,FuseA,816,0,816,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1957,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RL,7100,Pave,NA,IR1,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,GLQ,708,108,816,NA,0,7,2006,WD,Normal,129900
GasA,Gd,Y,SBrkr,1008,0,1008,1,0,1,0,2,1,Gd,6,Typ,0,NA,Attchd,1953,Unf,1,TA,TA,Y,0,18,0,0,0,NA,NA,RL,8923,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,643,365,1008,NA,0,5,2007,WD,Normal,134500
GasA,Ex,Y,SBrkr,833,0,833,0,0,1,0,2,1,Gd,4,Typ,0,NA,Detchd,1955,Unf,1,TA,TA,Y,0,0,0,0,0,NA,MnPrv,RL,5400,Pave,NA,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,415,418,833,NA,0,8,2006,WD,Normal,117000
GasA,Ex,Y,SBrkr,1734,0,1734,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2007,RFn,3,TA,TA,Y,0,0,0,0,0,NA,NA,RL,12085,Pave,NA,Reg,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,VinylSd,VinylSd,Stone,328,Gd,TA,PConc,Ex,TA,No,GLQ,1004,730,1734,NA,0,11,2007,New,Partial,318000
GasA,Ex,Y,SBrkr,779,640,1419,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2002,Fin,2,TA,TA,Y,120,0,0,0,0,NA,NA,RL,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,353,55,408,NA,0,3,2009,WD,Normal,184100
GasA,Ex,Y,SBrkr,894,0,894,1,0,1,0,3,1,Gd,5,Typ,0,NA,Attchd,1967,RFn,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,9764,Pave,NA,IR1,Lvl,AllPub,FR2,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,702,192,894,NA,0,5,2008,WD,Normal,130000
GasA,TA,Y,SBrkr,1021,580,1601,0,1,1,0,3,1,TA,6,Min2,0,NA,BuiltIn,1958,RFn,1,TA,TA,Y,280,34,0,0,0,NA,NA,RL,13825,Pave,NA,Reg,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,533,533,NA,0,12,2008,WD,Normal,140000
GasA,TA,Y,FuseA,1040,0,1040,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,RFn,1,TA,TA,Y,140,0,0,0,0,NA,GdWo,RL,7560,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,369,671,1040,NA,0,7,2006,WD,Normal,133700
GasA,TA,Y,FuseA,1012,0,1012,0,0,1,0,2,1,TA,6,Typ,1,Gd,Detchd,1920,Unf,1,TA,TA,Y,0,22,0,0,0,NA,MnPrv,RM,8263,Pave,NA,Reg,Bnk,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,BrkFace,BrkFace,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,1012,1012,NA,0,5,2007,WD,Normal,118400
GasA,Ex,Y,SBrkr,1552,0,1552,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2005,RFn,3,TA,TA,Y,144,20,0,0,0,NA,NA,RL,10084,Pave,NA,Reg,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,196,Gd,TA,PConc,Gd,TA,Av,GLQ,24,1528,1552,NA,0,7,2006,New,Partial,212900
GasA,Ex,Y,FuseA,960,0,960,0,0,1,0,3,1,TA,5,Typ,0,NA,Basment,1956,Unf,1,TA,TA,Y,64,0,0,160,0,NA,MnPrv,RL,8926,Pave,NA,IR1,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,AsbShng,AsbShng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,672,672,NA,0,10,2009,COD,Abnorml,112000
GasA,Ex,Y,SBrkr,698,0,698,0,1,1,0,2,1,TA,4,Typ,0,NA,NA,NA,NA,0,NA,NA,Y,0,200,0,0,0,NA,NA,RL,9405,Pave,NA,Reg,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,VinylSd,VinylSd,None,0,TA,Ex,CBlock,TA,TA,No,Unf,0,698,698,NA,0,6,2009,WD,Normal,118000
GasA,Gd,Y,SBrkr,812,670,1482,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1992,Fin,2,TA,TA,Y,100,25,0,0,0,NA,NA,RL,9125,Pave,NA,IR1,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,HdBoard,HdBoard,BrkFace,170,TA,TA,PConc,Gd,TA,No,Unf,0,384,384,NA,0,7,2007,WD,Normal,163900
GasA,TA,Y,SBrkr,1005,0,1005,0,0,1,0,2,1,Fa,5,Typ,1,TA,Detchd,1977,Unf,2,Fa,Fa,Y,0,0,0,0,0,NA,NA,RL,10434,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,1005,1005,NA,0,11,2009,WD,Normal,115000
GasA,Ex,Y,SBrkr,1555,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2007,Fin,3,TA,TA,Y,143,20,0,0,0,NA,NA,RL,3684,Pave,NA,Reg,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,130,Gd,TA,PConc,Gd,TA,No,Unf,0,1373,1373,NA,0,6,2009,WD,Normal,174000
GasA,Ex,Y,SBrkr,1530,0,1530,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004,Fin,3,TA,TA,Y,144,36,0,0,0,NA,NA,RL,14572,Pave,NA,IR3,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,230,1530,NA,0,11,2007,WD,Family,259000
GasA,Ex,Y,SBrkr,847,1112,1959,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004,Fin,2,TA,TA,Y,100,48,0,0,0,NA,NA,RL,11796,Pave,NA,IR1,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,847,847,NA,0,7,2007,WD,Normal,215000
GasA,TA,Y,SBrkr,936,0,936,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1980,Unf,2,TA,TA,Y,49,0,0,0,0,NA,NA,RM,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,MetalSd,MetalSd,BrkFace,180,TA,TA,CBlock,Gd,TA,Gd,GLQ,936,0,936,NA,0,8,2007,WD,Normal,140000
GasA,TA,Y,SBrkr,1328,653,1981,1,0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,1981,Unf,2,TA,TA,Y,431,44,0,0,0,NA,MnPrv,RL,7804,Pave,NA,Reg,Lvl,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,WdShing,Plywood,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,622,500,1122,NA,0,12,2009,WD,Normal,135000
GasA,TA,Y,SBrkr,974,0,974,0,0,1,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,NA,NA,Y,0,28,0,0,0,NA,MnPrv,RL,10712,Pave,NA,Reg,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Mn,BLQ,212,762,974,NA,0,9,2007,Oth,Abnorml,93500
GasW,TA,Y,SBrkr,1178,1032,2210,0,0,2,0,5,1,Fa,8,Typ,0,NA,Detchd,1930,Unf,1,Fa,TA,N,0,48,0,0,0,NA,NA,RM,9900,Pave,NA,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,1008,1008,NA,0,5,2007,WD,Normal,117500
